Attr 0,Attr 1,Attr 2,Attr 3,Attr 4,Attr 5,Attr 6,Attr 7,Attr 8,Attr 9,Attr 10,Attr 11,Attr 12,Labels
New York,Red,Red,Staff Sergeant,-2.052509362,5.751710972,0.352574651,0.964943791,-0.368811664,0.249778982,0.924438099,0.504226617,324.7696229,X
Atlanta,Yellow,Yellow,Specialist,1.356038401,4.338807824,1.565093314,-0.460383335,-0.368753094,0.1680894,0.890888143,0.43790033,-596.5334454,Z
Mumbai,Purple,Red,Specialist,0.56853233,-2.123010168,3.516338116,0.42562127,-0.368238419,-0.756934313,-0.50597951,0.455150345,678.3748376,X
Warsaw,Red,Magenta,Private Second Class,1.421131161,-1.537223437,3.375987131,-0.023824048,-0.367594796,0.251187898,0.92976323,0.452177509,84.31210594,X
New York,Purple,Purple,Corporal,-1.562130739,7.701227758,10.0317281,0.152598988,-0.36476629,-0.710136919,-0.587046778,0.483028332,182.3745016,Y
Warsaw,Green,Lime,Command Sergeant Major,-1.252118669,7.116594169,8.952353941,-0.965582973,-0.364067267,0.149256726,0.886377211,0.530573388,992.6684102,Z
Warsaw,Blue,Purple,Master Sergeant,-2.2520283,6.075366157,0.927207614,-0.595896925,-0.3629653,0.196661128,0.973865841,0.554988823,-686.6024248,Z
Shanghai,Red,Green,Private Second Class,1.28464212,-1.549045032,2.812307322,0.025371781,-0.361219191,-0.761292525,-0.567639631,0.489540501,141.3645785,Z
Warsaw,Yellow,Blue,Master Sergeant,-1.094526413,8.239344758,8.871130461,0.462593874,-0.353408772,-0.765024674,-0.645800819,0.365122353,-163.0081928,X
New York,Orange,Red,Sergeant Major,1.181141769,-0.546412126,2.833399868,-0.225981443,-0.348874867,0.153189995,0.917774159,0.422582073,-10.73725928,Y
Warsaw,Red,Purple,Sergeant,0.877934032,-1.431290573,2.517750122,-0.293622863,-0.348609737,0.191461226,0.911567622,0.485735997,-182.9734889,Z
Shanghai,Green,Green,First Sergeant,1.025758844,4.251744546,2.092848813,0.742522434,-0.344173416,-0.721837675,-0.601882913,0.368100713,67.1580488,X
Warsaw,Green,Magenta,Specialist,-2.498141406,5.653079521,0.181247052,0.112461844,-0.338957221,0.232417927,0.900196019,0.466152009,1107.249316,X
New York,Pink,Magenta,Staff Sergeant,0.701350464,4.256797509,2.241734092,-1.726971876,-0.338848894,-0.748347349,-0.610192068,0.432246532,216.3493117,Y
New York,Red,Cyan,Sergeant First Class,-1.560847329,6.615205167,1.073874615,0.091961359,-0.337733908,0.239065016,0.896371881,0.421955944,108.9418964,Y
Warsaw,Blue,Pink,Corporal,0.86412788,4.15790991,2.117949064,-0.592394952,-0.333815859,-0.712589691,-0.669280627,0.386808771,158.8725201,Y
Paris,Green,Teal,Sergeant Major,0.370576723,-1.310500725,2.88383602,0.096654343,-0.331357273,0.258793389,0.956221799,0.388845076,-654.2952666,Y
Warsaw,Purple,Blue,Command Sergeant Major,0.902556453,-0.899200167,3.194053871,0.229512271,-0.331314853,-0.734763802,-0.560624302,0.465255144,514.2457486,X
New York,Red,Orange,First Sergeant,0.684652215,4.382410288,2.197170599,0.077389934,-0.330800025,-0.689813213,-0.66636163,0.369475234,351.2711695,X
Paris,Red,Lavender,Command Sergeant Major,-1.937547075,8.55447577,9.130506599,-0.110899103,-0.329940593,-0.728037358,-0.596346201,0.436010405,-240.0298369,Y
Warsaw,Green,Blue,Private First Class,0.273913845,4.484161112,1.781663162,-0.087116617,-0.328558754,0.261247329,0.919650511,0.372667892,73.67609372,X
Warsaw,Red,Teal,Sergeant First Class,-2.607577549,4.95229862,0.757046261,0.591975013,-0.320270272,-0.767841767,-0.55961482,0.406562457,-310.4811266,X
New York,Green,Green,Corporal,1.969891996,-1.607227419,2.518342743,-0.442695391,-0.314161678,0.237343404,0.917790101,0.468553394,390.8384537,Y
Warsaw,Green,Blue,First Sergeant,1.109281755,-1.357852565,2.373969971,-0.071569226,-0.312062724,-0.667009416,-0.654215116,0.36394379,975.7196629,X
Mumbai,Green,Green,Corporal,-0.797073125,7.877391137,8.875952323,-0.353431024,-0.311806115,0.185187409,0.892084319,0.490437899,-55.2734479,Z
Warsaw,Red,Blue,Sergeant First Class,0.826211232,3.813308851,2.128603201,-1.4686358,-0.310689574,-0.736496767,-0.685248918,0.304022928,-393.8346797,X
Warsaw,Purple,Lavender,Master Sergeant,-1.196841248,7.778480868,8.749749804,-1.25308408,-0.30649685,0.165416904,0.89781337,0.460225783,363.4725681,Z
Paris,Red,Lime,Command Sergeant Major,1.490663681,3.700987968,2.325851814,-0.615020399,-0.301694158,-0.778961579,-0.600949037,0.374580659,97.95956028,Y
Paris,Lavender,Lavender,Master Sergeant,0.538703289,-1.001915866,2.574293306,-0.857117406,-0.299614266,0.301490747,0.92920363,0.373859681,-697.9613307,Y
Warsaw,Green,Pink,First Sergeant,-1.252710026,8.373089766,9.473261888,-0.174224568,-0.299613295,-0.743116854,-0.671469828,0.346890064,436.429722,X
Warsaw,Blue,Cyan,First Sergeant,1.294518391,-0.764878557,2.911971373,0.094492842,-0.297647169,0.190500382,0.95904639,0.454038931,-168.7266089,X
Warsaw,Red,Blue,Staff Sergeant,1.67181915,4.701545084,2.582922272,-0.068717068,-0.294551345,-0.70514851,-0.670534204,0.430556132,-724.5780703,Y
Warsaw,Red,Lime,Master Sergeant,0.8149993,4.792765356,2.138577513,-1.151231635,-0.293412318,-0.717461311,-0.651299459,0.357373483,-754.71695,Y
Warsaw,Green,Magenta,Sergeant Major,-2.488297865,5.699991218,1.187406874,-0.756290185,-0.292782325,-0.742096339,-0.692955148,0.34305517,178.736972,Z
Warsaw,Green,Magenta,Command Sergeant Major,-0.692042188,7.178920572,9.211240887,-0.848153654,-0.289039397,0.28318885,0.975140399,0.432216986,774.6427274,Y
Paris,Red,Blue,First Sergeant,-1.664495467,7.709218766,9.522636654,-0.995604541,-0.279142868,-0.72573268,-0.639559903,0.307624344,-280.3457328,Y
Warsaw,Red,Magenta,Command Sergeant Major,0.921890198,4.758543872,2.094357509,0.097349548,-0.278580896,0.260749867,0.896402583,0.39096067,472.1129968,X
Mumbai,Red,Purple,Specialist,-2.521659398,5.149449033,0.823079342,0.386054155,-0.276256019,0.211972891,0.945940091,0.433651967,-572.8437405,X
New York,Red,Lavender,Command Sergeant Major,-2.776331981,5.872665512,1.51286226,-1.275950228,-0.27473128,0.279578632,0.9471694,0.341934406,-478.2085511,Z
Warsaw,Red,Lime,Sergeant Major,-1.099786754,7.439530996,9.53070772,0.811091212,-0.273307756,-0.771622816,-0.622802322,0.374335236,-370.3236604,Y
Warsaw,Red,Cyan,Private Second Class,1.348072123,4.536677164,1.217426293,-0.568684119,-0.272796942,0.290759629,0.973696353,0.387458759,-118.3347458,Z
New York,Purple,Purple,Sergeant First Class,0.44256669,3.765100325,2.332776783,0.201094079,-0.270792527,-0.68662185,-0.667595981,0.350186322,346.0872117,Y
New York,Red,Purple,Sergeant Major,-0.936471562,7.908831474,9.388421383,-0.339196991,-0.268387575,-0.636213224,-0.658594775,0.270628839,202.6662956,X
New York,Red,Magenta,Sergeant Major,1.237717517,4.649561807,1.758401513,-0.449064531,-0.267372861,-0.682292537,-0.705885925,0.257399621,-898.0956094,X
Warsaw,Red,Pink,Master Sergeant,0.798946237,-1.95864128,2.872192041,-0.470128435,-0.265776279,-0.674858632,-0.651802036,0.314937648,365.2913221,X
New York,Red,Orange,Sergeant,-2.42080657,6.621592635,0.756971681,-0.198536221,-0.26236505,0.270628839,0.98852093,0.370051793,-16.00414009,X
Warsaw,Red,Lavender,First Sergeant,0.453872638,-1.745911253,3.18426912,-1.067921907,-0.256299513,-0.661286965,-0.677524922,0.342664436,602.0682245,Y
Warsaw,Green,Orange,Private First Class,-2.038652175,5.69720674,0.606208025,0.390409807,-0.254298033,-0.714393879,-0.647046246,0.342670337,-288.5796786,X
New York,Green,Green,First Sergeant,0.960556951,3.836549928,2.264578186,-0.023926511,-0.250282748,0.320022636,0.967664763,0.340542925,574.6749452,Z
Warsaw,Purple,Pink,Private,-2.581267993,5.539904293,0.799917572,-0.007875874,-0.239286185,0.295704303,0.979774043,0.340799943,758.2129788,X
New York,Yellow,Cyan,Master Sergeant,0.699450139,4.918338149,2.169804997,-0.766976148,-0.237845993,0.314336338,0.900131882,0.325856504,-214.6663063,X
Warsaw,Red,Lime,Sergeant Major,1.432030352,3.809856999,2.216204178,-0.348742549,-0.232438482,0.257399621,0.979248374,0.387526475,591.048053,Z
Shanghai,Red,Red,Sergeant First Class,-0.665932594,7.857656906,9.86722545,-0.958690938,-0.224728141,-0.668831206,-0.665458057,0.307052597,422.9920051,Z
Warsaw,Blue,Blue,Corporal,0.293762002,5.084097486,1.851406649,-0.561884807,-0.21929931,0.34602181,0.957328738,0.333809109,287.4824509,Y
Warsaw,Green,Blue,Sergeant,0.651072883,4.413593871,1.698901488,0.081529744,-0.215233759,0.357373483,0.99503623,0.30407159,-171.918854,X
Mexico City,Green,Red,First Sergeant,0.80059427,4.376322699,1.854140841,-0.846224706,-0.209391754,-0.65566677,-0.659323605,0.341500225,-321.3773451,Z
New York,Red,Cyan,Sergeant,-2.565976139,5.683229543,0.919054034,-0.860996779,-0.207889734,-0.618724983,-0.730805593,0.260749867,39.75306664,X
Mumbai,Teal,Pink,Private,0.525539755,4.011516226,1.901315598,-0.3040454,-0.206082117,0.342670337,0.959203079,0.376085158,-112.2749131,Y
New York,Yellow,Orange,Staff Sergeant,1.038790303,-1.588013783,2.398407572,-0.248318866,-0.203848911,0.341500225,0.905677409,0.392396257,-79.82561955,Z
Warsaw,Red,Orange,Private Second Class,0.832776281,-1.219131942,3.050095359,-0.875412105,-0.202141887,0.346890064,0.921250534,0.289306679,1041.27199,Z
Warsaw,Green,Green,Staff Sergeant,0.937130641,-1.448031591,3.341493163,-0.676792919,-0.200100529,-0.686605988,-0.717049245,0.314336338,409.4865873,Z
Warsaw,Yellow,Yellow,Sergeant,-1.626203854,8.063775427,9.890373745,0.061443285,-0.195378017,-0.635812282,-0.698289743,0.34602181,-178.3006553,X
Mexico City,Orange,Pink,Master Sergeant,-1.639013929,7.599628047,8.401682602,-0.513420239,-0.193166742,0.350186322,0.959825352,0.277212084,-13.04869923,Z
Mumbai,Blue,Green,Private,-2.690133425,6.368994798,1.114839872,-0.351154801,-0.190925038,0.314937648,0.992858453,0.315530884,630.1610481,Y
Warsaw,Lavender,Teal,Master Sergeant,-2.633469928,6.364783945,0.441105484,-0.270435181,-0.190913081,-0.634448006,-0.643310836,0.295704303,289.0139736,Y
New York,Green,Pink,Staff Sergeant,0.264665869,-0.629463255,2.348764298,-0.32688592,-0.188733678,0.369475234,0.966908026,0.232500881,832.4826491,Y
Warsaw,Red,Yellow,Private,0.682630313,-1.487222068,3.54840185,-1.378980678,-0.187990956,-0.659214618,-0.692858365,0.279578632,502.0338784,Y
New York,Cyan,Red,Private,1.35835725,-1.762595608,2.738496259,-0.026491504,-0.187790448,0.36394379,0.955597125,0.312736877,-620.6011212,X
New York,Red,Red,Specialist,0.901396539,4.916899013,2.643011029,-0.900431648,-0.184042288,-0.709805313,-0.688464883,0.320022636,235.1980702,Z
Warsaw,Red,Magenta,Sergeant,-1.583907536,8.231508569,8.727351918,-0.301424977,-0.182623102,-0.65635768,-0.719615913,0.261247329,254.4300278,Z
New York,Red,Magenta,Private Second Class,1.561906684,-2.093545406,1.797001142,-0.795723277,-0.171994724,0.34305517,0.987962162,0.365114314,188.3507578,Z
Warsaw,Red,Green,Private First Class,0.958431908,4.381815206,1.342642379,0.822643157,-0.171931245,0.430556132,0.985333657,0.309322471,436.9127631,X
Mexico City,Yellow,Green,Private First Class,-0.898052113,7.936368328,10.18749568,-0.946010578,-0.171370364,0.304022928,0.928361557,0.366221512,373.2168846,X
Warsaw,Green,Purple,Private First Class,-1.30533086,7.344405447,9.288506164,0.476047969,-0.170634036,0.307052597,0.965349078,0.370555397,376.160652,Y
Warsaw,Red,Cyan,Command Sergeant Major,-1.955735569,5.426800302,0.782923288,-0.275891937,-0.169337832,0.386808771,0.925372428,0.256319628,-399.6088421,X
New York,Yellow,Orange,Corporal,0.661810843,-1.885230317,3.137213514,-0.251414989,-0.168012454,0.368100713,0.909571109,0.313617117,203.908427,Z
New York,Orange,Green,Private,-1.544013896,7.685076029,8.324377661,0.072778976,-0.167317103,-0.629174943,-0.694378564,0.290759629,-117.6399733,X
Paris,Yellow,Teal,Corporal,0.693293187,-1.217012686,2.194624691,0.664730315,-0.165759226,0.365122353,0.898999298,0.254999329,1054.144703,X
Shanghai,Red,Pink,First Sergeant,-1.764907133,5.713402355,0.973770172,0.105693439,-0.16453774,-0.616059598,-0.71003236,0.251187898,382.2391203,Z
Warsaw,Green,Blue,Sergeant Major,0.839836933,-1.671543726,3.343716316,-0.078657047,-0.16230311,0.307624344,0.99101874,0.319574721,402.4063198,X
New York,Red,Magenta,Staff Sergeant,1.006108779,-1.108894663,3.157498072,0.631705203,-0.157659093,-0.691467462,-0.673076623,0.28318885,-430.9317304,Y
Shanghai,Blue,Orange,Command Sergeant Major,0.781006865,-2.223313137,2.605760499,-0.716945891,-0.157060173,-0.642142493,-0.723662398,0.258793389,-916.6972066,Z
Mumbai,Green,Green,Corporal,0.671087718,-1.649980524,3.025491891,0.151155367,-0.153849866,0.342664436,0.901901451,0.276988906,386.7614434,Y
New York,Green,Pink,Private,1.025436393,-1.582015699,2.535023272,0.012924316,-0.153509734,-0.681395564,-0.670487871,0.239065016,157.3312684,X
New York,Red,Yellow,Sergeant First Class,0.201758156,4.379298766,2.264823931,-0.466260612,-0.152126904,-0.619919813,-0.752166514,0.211972891,-336.0576822,Z
Warsaw,Red,Blue,Specialist,-2.110854178,6.072670024,0.75583977,-0.956830555,-0.149719761,-0.601242276,-0.763093257,0.165416904,-417.7192374,Z
Warsaw,Green,Green,First Sergeant,0.715352639,4.095311603,1.318039701,0.536674942,-0.14957999,0.374335236,0.981684086,0.230481081,1007.734191,Y
Warsaw,Magenta,Green,Corporal,0.837770299,3.985932799,2.134454437,0.629391656,-0.149034089,0.374580659,0.953391077,0.29414276,126.451178,Z
Warsaw,Green,Teal,Sergeant First Class,-2.346332448,5.771578646,0.688394336,-0.352406104,-0.144161626,-0.624377019,-0.750003697,0.185187409,-0.718137858,X
Warsaw,Red,Red,Private First Class,1.255652938,4.305295683,2.428006871,0.746514394,-0.141067588,-0.675490071,-0.764465994,0.232417927,-646.8106586,Y
Mumbai,Red,Lavender,First Sergeant,-1.266301096,7.867108705,9.613467483,-0.331519104,-0.138741534,0.436010405,0.945746977,0.254693843,-23.73712561,X
Warsaw,Red,Pink,Master Sergeant,-1.248422705,7.98512205,9.437075921,-0.254742972,-0.129070434,-0.684438636,-0.715411849,0.301490747,691.7387685,Z
New York,Green,Magenta,Command Sergeant Major,0.707285899,4.159966063,1.730009009,0.092065847,-0.127904203,0.416432487,0.973976129,0.228931831,222.0427704,Y
Shanghai,Red,Lavender,Sergeant Major,-2.70449612,5.820710743,0.606969555,0.021939767,-0.127118885,-0.582800082,-0.730928414,0.153189995,311.30885,Y
Warsaw,Red,Magenta,Corporal,0.299391853,-0.516356717,3.625850817,-1.218425804,-0.121914569,0.459470346,0.93369415,0.249557671,142.3281641,Y
Warsaw,Red,Cyan,Sergeant Major,1.813850488,-0.886796886,2.842348349,-1.092509775,-0.12103392,-0.567094174,-0.720173721,0.1680894,502.9765324,Z
New York,Green,Yellow,Private First Class,-1.163220956,8.454272614,9.249140197,-0.235322909,-0.120789591,-0.60607344,-0.796435155,0.149256726,-759.5478666,Z
Warsaw,Red,Magenta,First Sergeant,1.593475917,3.786644564,2.162087869,-0.249596583,-0.117595831,0.475153473,0.932576664,0.237739554,-40.8048688,Z
Warsaw,Green,Pink,Command Sergeant Major,0.048032368,4.430651578,2.263283767,0.538591625,-0.1109604,-0.52500657,-0.787223484,0.133842608,-271.7386457,Y
Warsaw,Magenta,Purple,Sergeant Major,-2.711376802,5.648902192,0.506999749,-0.611313733,-0.109863314,0.465255144,0.896109956,0.193421011,-137.5347025,Z
Warsaw,Red,Purple,Sergeant Major,0.788724403,3.423210813,2.1349876,-1.231204774,-0.101113386,-0.564700454,-0.794254737,0.196661128,150.4585492,X
Mexico City,Green,Pink,Private,0.534516743,4.324653359,1.759442323,-0.097985136,-0.100083429,0.512336698,0.973096032,0.169468811,556.6659278,Y
Warsaw,Yellow,Lavender,Sergeant Major,-2.172327129,6.034359544,0.090424863,0.681877973,-0.099867841,0.51648827,0.936391129,0.212041185,35.92365369,Z
Warsaw,Red,Purple,Specialist,-0.806778192,7.995672289,8.930174161,-0.509281952,-0.099339395,0.495341979,0.892763799,0.185301712,-20.51694493,X
Warsaw,Red,Cyan,Sergeant,1.426924447,3.871814724,1.59628006,0.539721726,-0.090668284,0.432246532,0.914110082,0.218926749,156.200202,Z
Warsaw,Green,Blue,Sergeant Major,-1.602901479,7.77651855,9.697177728,-0.24818494,-0.086113955,-0.573406522,-0.764650493,0.195483427,-378.2734792,Y
Warsaw,Green,Teal,Sergeant First Class,0.980571959,-1.403810983,2.981582449,-1.145587477,-0.085854012,-0.609163097,-0.716427592,0.249778982,-803.8275921,Y
Paris,Green,Magenta,Private First Class,-1.8820452,8.173241738,8.788108084,0.415540477,-0.08065704,-0.568166639,-0.765714573,0.190500382,-158.2177327,Y
Warsaw,Yellow,Pink,Specialist,-1.439170283,8.022011845,9.235498207,-0.153007968,-0.080630718,-0.599071812,-0.745195166,0.14263773,823.6242486,Y
Warsaw,Purple,Blue,Sergeant,-2.433662703,6.177565526,0.533662194,0.419211302,-0.07897035,-0.645918933,-0.778011642,0.237343404,-907.7411319,Z
Mexico City,Red,Yellow,Command Sergeant Major,-1.650670518,7.506840085,8.653953481,0.498534093,-0.078535252,0.474310425,0.984141621,0.199817385,-36.55471987,X
Warsaw,Yellow,Teal,Private Second Class,1.545463477,4.462221961,1.818706454,-0.231290937,-0.074802213,0.483028332,0.985571766,0.196629371,609.3067981,Y
New York,Blue,Blue,First Sergeant,-2.892101837,5.711673367,-0.107667761,0.457200573,-0.069349871,-0.540356106,-0.82613022,0.11690168,15.0994994,Y
Warsaw,Green,Yellow,Master Sergeant,-0.300181484,-1.174528989,3.641134986,0.147407364,-0.068630649,0.45765157,0.951901842,0.19181021,-403.6620791,X
New York,Green,Yellow,Command Sergeant Major,0.818304101,-1.489227093,2.458837883,1.052545079,-0.066865016,-0.565783032,-0.773372724,0.104021224,-114.0490358,Z
Warsaw,Green,Red,Sergeant,-1.297715625,8.037448008,9.96273372,-0.439265304,-0.06636609,-0.528738456,-0.81104479,0.191461226,242.351451,X
Warsaw,Yellow,Red,Private First Class,-2.35120268,5.497054519,0.837915184,-1.650177436,-0.064926871,-0.525517883,-0.749569405,0.194999216,263.3534917,Z
Warsaw,Red,Yellow,Master Sergeant,-2.082909767,7.851488598,9.142153243,0.400749184,-0.062665511,0.401214457,0.937681358,0.209259476,162.4055766,Y
Shanghai,Red,Red,Specialist,-2.077756063,5.590974715,0.487449407,-0.839074406,-0.062577726,0.406562457,0.935433117,0.200831409,522.5255254,X
New York,Cyan,Pink,Private First Class,-0.816283288,8.273126812,8.835558829,-0.065478279,-0.061289511,-0.582758179,-0.78132267,0.129051405,-342.8865548,Y
New York,Green,Orange,Staff Sergeant,-1.890831651,7.286238601,10.01992847,0.478876261,-0.059661876,0.489540501,0.944932539,0.155240277,711.296715,Y
New York,Green,Pink,Sergeant,0.2810287,-0.489134178,2.756269344,1.013603135,-0.055066531,-0.557113493,-0.739655683,0.085098852,918.5798847,X
Warsaw,Red,Yellow,Sergeant,-2.024373443,5.424097861,0.394047818,-0.742531753,-0.051566705,-0.560725094,-0.765195273,0.175003827,132.7075122,Y
New York,Green,Yellow,Private Second Class,0.782061576,-2.326359803,2.459482091,-0.227213173,-0.043641734,-0.619079769,-0.784185071,0.104210469,22.99392231,X
Shanghai,Green,Pink,Specialist,0.689031789,-2.000778649,3.302159621,0.234243162,-0.042480797,0.450519023,0.968199197,0.202653023,-563.686347,X
Mumbai,Teal,Red,Master Sergeant,0.917606567,-0.987689701,3.280961781,-0.241456745,-0.040362274,-0.550159993,-0.815493408,0.081860655,289.2508339,X
Shanghai,Yellow,Lime,Sergeant First Class,1.640090397,4.731191087,1.8739132,0.859166022,-0.037811765,-0.526171638,-0.799104017,0.055213468,-561.1211545,Y
New York,Red,Red,Sergeant First Class,-2.690814799,6.169519927,1.36225072,0.111859806,-0.03690882,0.561184942,0.913046595,0.143680846,1000.465702,Z
Warsaw,Magenta,Purple,Private First Class,-2.769810322,5.841097356,0.089187861,0.846734032,-0.03013866,0.53854056,0.903603591,0.196262061,242.784421,Z
Warsaw,Orange,Red,Private,1.340341642,4.430674614,2.369798706,1.162578836,-0.018415009,0.455150345,0.896405952,0.176520711,-500.1931641,Z
Warsaw,Yellow,Green,Master Sergeant,-1.906529555,5.360545784,-0.14420228,-0.083959058,-0.015338507,0.52564455,0.891077285,0.149359829,-128.449948,X
Mexico City,Green,Green,Private,-2.338676446,6.347882776,0.817076992,-0.644356756,-0.012308011,0.547205187,0.91564158,0.088620394,-726.9748517,X
Mumbai,Red,Purple,Private,1.112256072,4.297514483,2.119638789,0.408274385,-0.011884334,0.457702722,0.983463519,0.218474163,253.9840133,Y
Warsaw,Green,Pink,Private Second Class,-2.209707034,6.248083556,1.341635445,0.23686718,-0.008189681,0.511328127,0.956554369,0.095315032,236.8978238,X
Warsaw,Yellow,Orange,Sergeant,-2.144933947,5.485637403,1.04861318,-0.111664883,-0.007947599,0.551357088,0.88570813,0.165859718,354.5950704,Y
New York,Yellow,Teal,Sergeant,0.34309472,4.547939079,1.579723818,-0.743358408,-0.006241246,-0.541657672,-0.741974356,0.10688076,557.2094683,Z
Warsaw,Blue,Magenta,Specialist,-1.847234735,5.383864991,0.196376627,0.576572203,-0.006008416,-0.481448338,-0.777694459,0.030519669,656.6639936,Z
New York,Red,Green,Private,1.07231905,-1.449812415,3.196457731,-0.004603824,-0.003413354,-0.568160796,-0.741918123,0.055879236,762.3416238,Z
New York,Red,Blue,Private First Class,-1.222697298,7.192531952,8.886873666,0.550034358,-0.00137359,0.537394543,0.899119824,0.088172726,-941.4870769,X
Warsaw,Red,Magenta,Private,0.418426508,-1.364241178,3.398561404,-0.307430076,0.000729831,0.572181885,0.910015446,0.124790616,4.285963746,Z
Warsaw,Cyan,Lavender,First Sergeant,-2.122146583,5.327963691,0.553300489,-0.417434465,0.001007267,-0.522908502,-0.796882253,0.003656787,-612.5582946,Y
Warsaw,Purple,Pink,Specialist,0.734457776,-0.817040589,2.760620983,-0.678540714,0.003656787,0.539912819,0.884424717,0.098569142,845.4662198,Z
New York,Blue,Purple,Sergeant,0.148276069,4.47429082,2.326030735,-0.142073367,0.004014035,0.531840031,0.954309402,0.127174291,-370.2327003,Y
Warsaw,Green,Teal,Private Second Class,-1.583905451,7.430750382,9.307242465,0.006396663,0.005542777,-0.490399516,-0.83582602,0.041890205,-878.9572994,Z
New York,Yellow,Green,Private Second Class,-1.645600325,8.652288876,9.28850241,0.628627558,0.006026522,-0.565229519,-0.815705015,0.079233795,-139.3842908,Z
Shanghai,Teal,Purple,Private,-1.026604743,7.567409657,9.249110212,-0.697401029,0.007259444,0.579644667,0.933910428,0.062771836,-274.57426,Z
New York,Red,Lavender,Private,-2.165604155,5.75478874,0.845655384,0.184718542,0.017243569,-0.508373705,-0.824188689,0.132417099,377.5330993,Z
Warsaw,Red,Lavender,Private,-0.868493565,7.770158036,9.238673097,0.010411148,0.02308325,-0.497591265,-0.814454744,0.007259444,7.308956516,Z
Warsaw,Blue,Lavender,Master Sergeant,-2.014353024,5.892143356,0.671281627,-1.186718568,0.029216984,-0.45764333,-0.832145997,-0.015338507,988.6435685,Z
Warsaw,Pink,Teal,Private Second Class,-1.617820581,8.400320695,8.721082909,0.23788995,0.030519669,0.531254893,0.893361072,0.091699003,540.9808753,Y
New York,Red,Teal,Private Second Class,0.584716873,-1.276856551,2.592443862,-0.304264069,0.031807718,0.572432238,0.909825007,0.079262837,6.243844496,Z
New York,Orange,Magenta,Command Sergeant Major,1.353257326,4.196749429,1.784057209,0.884068778,0.032487103,-0.501087292,-0.779670419,0.04799355,258.3720545,Z
New York,Red,Orange,Private,-0.387007858,8.022781979,9.318350387,0.099989079,0.035150892,0.507018253,0.887691569,0.104608059,510.7313417,Y
New York,Red,Teal,Sergeant First Class,-0.889756405,7.838507015,9.628001085,-0.207635214,0.035563456,-0.541450112,-0.800103186,0.039328487,-697.3823333,Y
Warsaw,Yellow,Red,Command Sergeant Major,-1.732083613,6.060607643,-0.142010078,-0.208720596,0.039328487,0.573404042,0.892889433,0.041035072,292.1579899,X
New York,Yellow,Lime,Command Sergeant Major,1.429288799,-1.853901252,2.357343344,-0.346648989,0.041035072,-0.41076998,-0.794136071,-0.012308011,-222.4943554,Y
Warsaw,Green,Lime,Private,1.050230162,-1.49990711,2.924417495,0.144218015,0.041890205,0.582502409,0.914073409,0.12048138,-159.3625737,Y
New York,Blue,Teal,Command Sergeant Major,-1.408395301,7.246530844,9.63853598,0.297901821,0.04799355,0.068373935,0.944100408,0.59520325,218.5300301,X
Warsaw,Red,Green,Sergeant Major,0.633420222,-1.442964222,2.421632422,0.968869714,0.051204766,-0.504593897,-0.838374828,0.031807718,596.7083428,X
New York,Green,Lime,Private Second Class,0.98862077,-1.933599473,2.871972131,-0.841226876,0.055213468,0.619654201,0.901168,0.02308325,-968.0305014,Z
Warsaw,Red,Red,Sergeant First Class,1.446059262,-1.73084131,3.047830108,0.133771227,0.055879236,0.583113263,0.931886206,0.035563456,-131.9868481,Z
Mumbai,Green,Orange,Private Second Class,-2.51078448,6.030889184,0.924108471,0.652810555,0.062771836,-0.458508779,-0.77109539,0.004014035,856.9781959,Y
New York,Blue,Yellow,Sergeant,-0.852959545,7.629898836,8.965715546,0.28431233,0.063565697,0.604586808,0.868422832,0.07938236,-476.238723,X
New York,Red,Lavender,Corporal,0.349162989,3.832124155,2.57583875,0.070320733,0.064105505,-0.535312557,-0.794449031,0.063565697,151.7108824,X
Warsaw,Orange,Orange,Command Sergeant Major,0.358298425,-1.020910681,2.797568711,-0.639082407,0.066001365,-0.474958003,-0.79466891,0.071972336,-3.062579863,Y
Warsaw,Red,Green,Private,-1.065710429,7.623991752,9.230053675,0.752389275,0.068373935,0.563775162,0.894628008,0.029216984,1499.253199,Y
New York,Red,Teal,Private,0.939626526,-1.473338844,2.672831966,-0.686976089,0.071972336,0.619961808,0.951829799,0.098205395,-118.4783498,Z
Warsaw,Red,Cyan,Master Sergeant,1.336985076,-1.582039685,2.928036503,0.697737678,0.079233795,0.624777333,0.847926348,0.064105505,-498.349143,X
Warsaw,Orange,Pink,Command Sergeant Major,-1.134747953,7.722581665,8.809973936,0.06968491,0.079262837,-0.479724961,-0.829062137,0.000729831,160.615409,Z
Warsaw,Magenta,Cyan,Private,-2.592274203,5.250924469,0.645849579,-0.513914878,0.07938236,-0.43063035,-0.866051947,0.035150892,10.55866902,Y
Warsaw,Green,Red,Sergeant Major,1.366925693,4.446333886,2.337896789,-0.962102426,0.081860655,0.61906981,0.943856082,0.005542777,-182.2163449,X
New York,Red,Cyan,Sergeant,0.36106497,-1.336144666,2.977262094,-0.785945156,0.085098852,0.639826048,0.863388945,-0.006008416,-112.5030817,X
Warsaw,Green,Yellow,Sergeant First Class,0.305165275,-2.035927267,3.525385996,-0.06985558,0.088172726,-0.389506574,-0.821139054,-0.03013866,-177.6940851,Z
New York,Red,Purple,Corporal,0.893508608,4.655858892,1.376025194,-0.600484525,0.088620394,-0.407658547,-0.810959319,-0.068630649,80.63027854,Y
